"";"B";"nu";"N";"Falsos_Cluster";"Cluster_Correto";"Nao_Cluster_Errado";"Nao_Cluster_Correto"
"1";100;0,01;70;80;20;16,4383561643836;83,5616438356164
"2";200;0,01;70;80;20;16,4383561643836;83,5616438356164
"3";500;0,01;70;80;20;16,4383561643836;83,5616438356164
"4";100;0,05;70;81,8181818181818;18,1818181818182;16,6666666666667;83,3333333333333
"5";200;0,05;70;83,3333333333333;16,6666666666667;16,9014084507042;83,0985915492958
"6";500;0,05;70;77,7777777777778;22,2222222222222;16,2162162162162;83,7837837837838
"7";100;0,1;70;77,7777777777778;22,2222222222222;16,2162162162162;83,7837837837838
"8";200;0,1;70;80;20;16,4383561643836;83,5616438356164
"9";500;0,1;70;81,8181818181818;18,1818181818182;16,6666666666667;83,3333333333333
"10";100;0,01;100;71,4285714285714;28,5714285714286;15,3846153846154;84,6153846153846
"11";200;0,01;100;71,4285714285714;28,5714285714286;15,3846153846154;84,6153846153846
"12";500;0,01;100;71,4285714285714;28,5714285714286;15,3846153846154;84,6153846153846
"13";100;0,05;100;71,4285714285714;28,5714285714286;15,3846153846154;84,6153846153846
"14";200;0,05;100;71,4285714285714;28,5714285714286;15,3846153846154;84,6153846153846
"15";500;0,05;100;71,4285714285714;28,5714285714286;15,3846153846154;84,6153846153846
"16";100;0,1;100;71,4285714285714;28,5714285714286;15,3846153846154;84,6153846153846
"17";200;0,1;100;71,4285714285714;28,5714285714286;15,3846153846154;84,6153846153846
"18";500;0,1;100;71,4285714285714;28,5714285714286;15,3846153846154;84,6153846153846
"19";100;0,01;300;26,6666666666667;73,3333333333333;8,82352941176471;91,1764705882353
"20";200;0,01;300;29,2682926829268;70,7317073170732;10;90
"21";500;0,01;300;28,5714285714286;71,4285714285714;9,70873786407767;90,2912621359223
"22";100;0,05;300;28,8888888888889;71,1111111111111;9,15032679738562;90,8496732026144
"23";200;0,05;300;27,2727272727273;72,7272727272727;9,12052117263844;90,8794788273616
"24";500;0,05;300;28,5714285714286;71,4285714285714;9,70873786407767;90,2912621359223
"25";100;0,1;300;27,2727272727273;72,7272727272727;9,12052117263844;90,8794788273616
"26";200;0,1;300;25,5813953488372;74,4186046511628;9,09090909090909;90,9090909090909
"27";500;0,1;300;28,5714285714286;71,4285714285714;9,70873786407767;90,2912621359223
"28";100;0,01;500;5,61797752808989;94,3820224719101;3,2064128256513;96,7935871743487
"29";200;0,01;500;5,61797752808989;94,3820224719101;3,2064128256513;96,7935871743487
"30";500;0,01;500;5,61797752808989;94,3820224719101;3,2064128256513;96,7935871743487
"31";100;0,05;500;7,60869565217391;92,3913043478261;3,0241935483871;96,9758064516129
"32";200;0,05;500;5,55555555555556;94,4444444444444;3,01204819277108;96,9879518072289
"33";500;0,05;500;5,55555555555556;94,4444444444444;3,01204819277108;96,9879518072289
"34";100;0,1;500;5,55555555555556;94,4444444444444;3,01204819277108;96,9879518072289
"35";200;0,1;500;6,66666666666667;93,3333333333333;3,21285140562249;96,7871485943775
"36";500;0,1;500;5,55555555555556;94,4444444444444;3,01204819277108;96,9879518072289
"37";100;0,01;1000;7,95454545454545;92,0454545454545;3,78863409770688;96,2113659022931
"38";200;0,01;1000;7,95454545454545;92,0454545454545;3,78863409770688;96,2113659022931
"39";500;0,01;1000;7,95454545454545;92,0454545454545;3,78863409770688;96,2113659022931
"40";100;0,05;1000;7,95454545454545;92,0454545454545;3,78863409770688;96,2113659022931
"41";200;0,05;1000;7,95454545454545;92,0454545454545;3,78863409770688;96,2113659022931
"42";500;0,05;1000;7,95454545454545;92,0454545454545;3,78863409770688;96,2113659022931
"43";100;0,1;1000;7,86516853932584;92,1348314606742;3,5964035964036;96,4035964035964
"44";200;0,1;1000;8;92;3,88446215139442;96,1155378486056
"45";500;0,1;1000;7,95454545454545;92,0454545454545;3,78863409770688;96,2113659022931
